BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr4	81290000	81300000	chr4	81900000	81910000	0.000626709184360221	2.111212657236631
chr4	81530000	81540000	chr4	81930000	81940000	0.03855646665917088	3.6758347359905126
chr4	81990000	82000000	chr4	82270000	82280000	2.8590224016245003e-05	2.111212657236631
chr4	82380000	82390000	chr4	83120000	83130000	0.007871398906261028	2.111212657236631
chr4	83380000	83390000	chr4	83720000	83730000	0.000336144095309002	2.111212657236631
chr4	83390000	83400000	chr4	83660000	83670000	0.008567196312063825	2.111212657236631
chr4	83760000	83770000	chr4	84180000	84190000	0.006670653807128093	2.111212657236631
chr4	83820000	83830000	chr4	83930000	83940000	0.003908264823049142	2.111212657236631
chr4	83980000	83990000	chr4	84180000	84190000	5.652139104306286e-06	2.599207668339954
chr4	84430000	84440000	chr4	84550000	84560000	7.409680416267794e-05	2.111212657236631
chr4	84570000	84580000	chr4	85430000	85440000	0.005396286164178937	2.599207668339954
chr4	84590000	84600000	chr4	84880000	84890000	0.031395657850071264	3.2
chr4	84690000	84700000	chr4	85420000	85430000	0.006939659155433458	2.599207668339954
chr4	84830000	84840000	chr4	85420000	85430000	0.03752714074439982	3.6758347359905126
chr4	85070000	85080000	chr4	85420000	85430000	0.03752714074439982	2.111212657236631
chr4	85110000	85120000	chr4	85400000	85410000	0.04644354661467683	4.525483399593905
chr4	85150000	85160000	chr4	85390000	85400000	0.026062831650554064	5.198415336679908
chr4	85490000	85500000	chr4	85890000	85900000	2.997700204776521e-05	2.111212657236631
chr4	85500000	85510000	chr4	85610000	85620000	0.0021946597545824766	2.111212657236631
chr4	85670000	85680000	chr4	85880000	85890000	0.00023114601642394207	2.111212657236631
chr4	86000000	86010000	chr4	86660000	86670000	0.0011268830254622742	2.111212657236631
chr4	86070000	86080000	chr4	86660000	86670000	0.00043617255655814535	2.111212657236631
chr4	86060000	86070000	chr4	86290000	86300000	0.03752714074439982	2.111212657236631
chr4	86290000	86300000	chr4	86660000	86670000	0.015365064980688127	2.111212657236631
chr4	86680000	86690000	chr4	87140000	87150000	0.04316115615176397	3.2
chr4	86700000	86710000	chr4	86960000	86970000	0.005157784180670588	2.599207668339954
chr4	86740000	86750000	chr4	86870000	86880000	2.8590224016245003e-05	2.111212657236631
chr4	87420000	87430000	chr4	87810000	87820000	5.652139104306286e-06	2.111212657236631
chr4	87420000	87430000	chr4	88140000	88150000	0.007255835577430521	2.111212657236631
chr4	87830000	87840000	chr4	88150000	88160000	0.00039368261172111714	2.111212657236631
chr4	87840000	87850000	chr4	88010000	88020000	2.8590224016245003e-05	2.111212657236631
chr4	88070000	88080000	chr4	88150000	88160000	0.00024033409073818637	2.111212657236631
chr4	88280000	88290000	chr4	88380000	88390000	7.409680416267794e-05	2.111212657236631
chr4	88460000	88470000	chr4	88750000	88760000	0.009996890704957285	2.599207668339954
chr4	88600000	88610000	chr4	88750000	88760000	0.006939659155433458	2.111212657236631
chr4	88770000	88780000	chr4	88890000	88900000	0.0026629235155533715	2.111212657236631
chr4	88770000	88780000	chr4	89120000	89130000	0.000522625769073921	2.111212657236631
chr4	88960000	88970000	chr4	89120000	89130000	0.0002054519084384217	2.111212657236631
chr4	88960000	88970000	chr4	89420000	89430000	0.04925631780823822	2.111212657236631
chr4	89140000	89150000	chr4	89290000	89300000	0.04644354661467683	2.111212657236631
chr4	89140000	89150000	chr4	89430000	89440000	0.00015835433953205046	2.111212657236631
chr4	89290000	89300000	chr4	89430000	89440000	0.003107735242555662	2.111212657236631
chr4	89450000	89460000	chr4	89580000	89590000	6.995668461159224e-05	2.111212657236631
chr4	89450000	89460000	chr4	89710000	89720000	0.0009495648149370633	2.111212657236631
chr4	89450000	89460000	chr4	89940000	89950000	0.0007230653434806555	2.111212657236631
chr4	89450000	89460000	chr4	90030000	90040000	0.026413997070564705	2.111212657236631
chr4	89620000	89630000	chr4	89940000	89950000	0.0015835455298200962	2.111212657236631
chr4	89730000	89740000	chr4	89940000	89950000	2.8590224016245003e-05	2.111212657236631
chr4	90080000	90090000	chr4	90350000	90360000	0.038185724813587466	2.111212657236631
chr4	90160000	90170000	chr4	90810000	90820000	0.015391925868904387	2.111212657236631
chr4	90160000	90170000	chr4	90350000	90360000	0.04644354661467683	3.2
chr4	90400000	90410000	chr4	90820000	90830000	0.000589675968021514	2.111212657236631
chr4	90580000	90590000	chr4	90810000	90820000	0.01881778576497877	2.111212657236631
chr4	90850000	90860000	chr4	91200000	91210000	0.005352907491570916	2.111212657236631
chr4	90940000	90950000	chr4	91210000	91220000	0.0019253381849672103	2.111212657236631
chr4	91040000	91050000	chr4	91200000	91210000	0.009300994054071348	2.599207668339954
chr4	146080000	146090000	chr4	146530000	146540000	0.026977186585765187	2.599207668339954
chr4	146150000	146160000	chr4	146520000	146530000	2.3730542864752735e-05	2.111212657236631
chr4	146160000	146170000	chr4	146400000	146410000	0.03689059862210636	2.111212657236631
chr4	146400000	146410000	chr4	146520000	146530000	0.014825361181361007	2.111212657236631
chr4	146550000	146560000	chr4	146650000	146660000	0.042758450117921454	2.111212657236631
chr4	147160000	147170000	chr4	147250000	147260000	0.0025644848560220906	2.111212657236631
chr4	147160000	147170000	chr4	147840000	147850000	0.001113102375606388	2.111212657236631
chr4	147260000	147270000	chr4	147830000	147840000	0.0002399554120014407	2.111212657236631
chr4	147260000	147270000	chr4	148010000	148020000	0.009423250557351241	2.111212657236631
chr4	147500000	147510000	chr4	147830000	147840000	0.006416434370330663	2.111212657236631
chr4	147500000	147510000	chr4	148010000	148020000	0.017114170289207448	2.111212657236631
chr4	147830000	147840000	chr4	148010000	148020000	0.02868656664670246	2.111212657236631
chr4	148020000	148030000	chr4	148500000	148510000	0.006912391574889537	2.111212657236631
chr4	148080000	148090000	chr4	148510000	148520000	0.000562651178649217	2.111212657236631
chr4	148520000	148530000	chr4	148780000	148790000	0.0004679011542399739	2.111212657236631
chr4	148630000	148640000	chr4	148770000	148780000	3.502634313257147e-06	2.599207668339954
chr4	150190000	150200000	chr4	150820000	150830000	0.027596344101051547	3.2
chr4	150290000	150300000	chr4	150810000	150820000	5.846570985781896e-05	2.111212657236631
chr4	150300000	150310000	chr4	150460000	150470000	0.015763270946413756	2.111212657236631
chr4	150450000	150460000	chr4	150810000	150820000	0.00735371886094955	2.111212657236631
chr4	150910000	150920000	chr4	151780000	151790000	0.0017804994493598378	2.111212657236631
chr4	150910000	150920000	chr4	151200000	151210000	0.0008638296214983859	2.111212657236631
chr4	150920000	150930000	chr4	151140000	151150000	4.813125558893461e-05	2.111212657236631
chr4	150930000	150940000	chr4	151050000	151060000	0.03506911268328653	2.111212657236631
chr4	151040000	151050000	chr4	151140000	151150000	0.0017240655950358323	3.2
chr4	151210000	151220000	chr4	151780000	151790000	0.0002399554120014407	2.111212657236631
chr4	151210000	151220000	chr4	151870000	151880000	0.003499918535482749	2.111212657236631
chr4	151220000	151230000	chr4	151520000	151530000	0.01798977057056944	2.599207668339954
chr4	152050000	152060000	chr4	152260000	152270000	0.003293952076849658	3.6758347359905126
chr4	152040000	152050000	chr4	152520000	152530000	0.011600186014625272	2.111212657236631
chr4	152280000	152290000	chr4	152530000	152540000	0.004910822300336471	2.111212657236631
chr4	152330000	152340000	chr4	152450000	152460000	0.032694154502745494	2.599207668339954
chr4	152540000	152550000	chr4	153290000	153300000	0.022700427537276344	2.111212657236631
chr4	152680000	152690000	chr4	153280000	153290000	0.01774515327551468	2.111212657236631
chr4	153420000	153430000	chr4	153550000	153560000	0.0017373521058989263	3.2
chr4	153760000	153770000	chr4	154020000	154030000	0.0019638091449491863	3.2
chr4	154060000	154070000	chr4	154240000	154250000	3.502634313257147e-06	2.111212657236631
chr4	154060000	154070000	chr4	154670000	154680000	0.04379136100166284	2.111212657236631
chr4	154070000	154080000	chr4	154490000	154500000	0.002106440256396443	2.111212657236631
chr4	154140000	154150000	chr4	154230000	154240000	0.009578574606264358	2.111212657236631
chr4	154260000	154270000	chr4	154490000	154500000	0.00014308244372063768	2.111212657236631
chr4	154260000	154270000	chr4	154670000	154680000	0.008647279594609465	2.111212657236631
chr4	154360000	154370000	chr4	154490000	154500000	0.0021664723457278656	2.111212657236631
chr4	154560000	154570000	chr4	154670000	154680000	0.00010002318931633269	2.111212657236631
chr4	154700000	154710000	chr4	155040000	155050000	0.00046332649770029766	2.111212657236631
chr4	154700000	154710000	chr4	155320000	155330000	0.027439832746436136	2.111212657236631
chr4	154700000	154710000	chr4	155430000	155440000	0.0037283802143600778	2.599207668339954
chr4	154710000	154720000	chr4	155240000	155250000	0.0004679011542399739	2.111212657236631
chr4	155250000	155260000	chr4	155420000	155430000	0.000426772979428703	2.111212657236631
chr4	155320000	155330000	chr4	155420000	155430000	0.0007697939395908523	2.111212657236631
chr4	155480000	155490000	chr4	155700000	155710000	0.04824784547996909	2.111212657236631
chr4	155550000	155560000	chr4	155700000	155710000	0.004910822300336471	2.599207668339954
chr4	155730000	155740000	chr4	156280000	156290000	0.0007137051751607593	2.111212657236631
chr4	155840000	155850000	chr4	156270000	156280000	0.012351991540923715	2.111212657236631
chr4	155900000	155910000	chr4	156270000	156280000	0.004529823394655408	2.111212657236631
chr4	156350000	156360000	chr4	156700000	156710000	2.703725348566063e-05	2.111212657236631
chr4	156330000	156340000	chr4	156860000	156870000	0.012351991540923715	2.111212657236631
chr4	156450000	156460000	chr4	156690000	156700000	0.0004679011542399739	2.111212657236631
chr4	156730000	156740000	chr4	156870000	156880000	2.7892904035104535e-05	2.111212657236631
chr4	157090000	157100000	chr4	157380000	157390000	0.008647279594609465	2.111212657236631
chr4	157090000	157100000	chr4	157200000	157210000	0.040960722702276645	2.111212657236631
chr4	157210000	157220000	chr4	157300000	157310000	0.020655875257804962	2.111212657236631
chr4	157210000	157220000	chr4	157380000	157390000	0.038329865612035365	2.111212657236631
chr4	157210000	157220000	chr4	157890000	157900000	0.011269288194804699	2.111212657236631
chr4	157220000	157230000	chr4	158050000	158060000	0.034969705825182634	2.111212657236631
chr4	157390000	157400000	chr4	157880000	157890000	0.00015952236710453145	2.111212657236631
chr4	157390000	157400000	chr4	157960000	157970000	0.004025007327711898	2.111212657236631
chr4	157390000	157400000	chr4	158050000	158060000	0.032694154502745494	2.599207668339954
chr4	157510000	157520000	chr4	157870000	157880000	0.014725923562064225	3.2
chr4	157510000	157520000	chr4	157960000	157970000	0.03916666530777717	2.111212657236631
chr4	157690000	157700000	chr4	157870000	157880000	0.0027338766884092264	2.111212657236631
chr4	157750000	157760000	chr4	157870000	157880000	0.04461288123971644	2.111212657236631
chr4	158140000	158150000	chr4	158890000	158900000	5.846570985781896e-05	2.111212657236631
chr4	158910000	158920000	chr4	159090000	159100000	8.084138301001076e-07	2.111212657236631
chr4	159180000	159190000	chr4	159540000	159550000	0.0005412346906697017	2.599207668339954
chr4	159640000	159650000	chr4	160100000	160110000	0.006416434370330663	2.599207668339954
chr4	159650000	159660000	chr4	159760000	159770000	0.0003760712839206537	2.111212657236631
chr4	159770000	159780000	chr4	160360000	160370000	0.000568518059987204	2.111212657236631
chr4	159780000	159790000	chr4	160100000	160110000	1.0775193657830417e-05	2.111212657236631
chr4	160120000	160130000	chr4	160360000	160370000	0.0003512029735535422	2.111212657236631
chr4	160200000	160210000	chr4	160360000	160370000	0.026977186585765187	2.111212657236631
chr4	160410000	160420000	chr4	160840000	160850000	0.03684555199726747	2.599207668339954
chr4	162180000	162190000	chr4	163080000	163090000	0.001872881487453118	2.111212657236631
chr4	162480000	162490000	chr4	163080000	163090000	0.0005412346906697017	2.111212657236631
chr4	162480000	162490000	chr4	162860000	162870000	0.006142610703040655	2.599207668339954
chr4	163100000	163110000	chr4	163370000	163380000	0.009578574606264358	2.599207668339954
chr4	163420000	163430000	chr4	163960000	163970000	0.00735371886094955	2.111212657236631
chr4	109610000	109620000	chr4	110320000	110330000	0.005901077962005211	2.111212657236631
chr4	109750000	109760000	chr4	110320000	110330000	0.00932198104068697	2.111212657236631
chr4	110340000	110350000	chr4	110890000	110900000	0.0005023905754003716	2.111212657236631
chr4	110340000	110350000	chr4	110730000	110740000	8.815676912476977e-05	2.599207668339954
chr4	110350000	110360000	chr4	110480000	110490000	0.046294790644183	2.111212657236631
chr4	110350000	110360000	chr4	110580000	110590000	0.01244981798121698	2.111212657236631
chr4	110480000	110490000	chr4	110730000	110740000	0.046294790644183	2.111212657236631
chr4	110620000	110630000	chr4	110730000	110740000	0.0066867766288138675	2.111212657236631
chr4	110910000	110920000	chr4	111500000	111510000	0.01525236119077464	2.111212657236631
chr4	110920000	110930000	chr4	111260000	111270000	0.00466772778506904	2.111212657236631
chr4	110920000	110930000	chr4	111430000	111440000	7.3727827822889225e-06	2.111212657236631
chr4	110960000	110970000	chr4	111120000	111130000	0.0006414443808253276	2.111212657236631
chr4	111240000	111250000	chr4	111420000	111430000	0.0014191640624577897	2.599207668339954
chr4	111550000	111560000	chr4	111870000	111880000	0.0029351093479382806	2.599207668339954
chr4	111550000	111560000	chr4	112200000	112210000	0.008219093370872314	2.111212657236631
chr4	111550000	111560000	chr4	112540000	112550000	0.014261397171548474	3.6758347359905126
chr4	112050000	112060000	chr4	112540000	112550000	0.0006069501244289066	2.111212657236631
chr4	112200000	112210000	chr4	112540000	112550000	0.014261397171548474	2.111212657236631
chr4	112560000	112570000	chr4	112770000	112780000	0.0035089797477470216	2.111212657236631
chr4	112560000	112570000	chr4	112950000	112960000	0.00020449987235388045	2.111212657236631
chr4	112570000	112580000	chr4	112850000	112860000	0.03515954563423124	2.111212657236631
chr4	113000000	113010000	chr4	113230000	113240000	0.018366559900185913	2.111212657236631
chr4	113010000	113020000	chr4	113430000	113440000	0.01046407964937915	2.111212657236631
chr4	113010000	113020000	chr4	113140000	113150000	0.00466772778506904	2.599207668339954
chr4	113240000	113250000	chr4	113530000	113540000	0.0003485041013986692	2.111212657236631
chr4	113250000	113260000	chr4	113440000	113450000	0.0002563592377544888	2.111212657236631
chr4	113250000	113260000	chr4	113680000	113690000	0.00466772778506904	2.111212657236631
chr4	113550000	113560000	chr4	113680000	113690000	0.0003331207038754225	2.111212657236631
chr4	113550000	113560000	chr4	113860000	113870000	0.02097714795778349	2.111212657236631
chr4	113690000	113700000	chr4	113850000	113860000	0.007853456040391584	2.111212657236631
chr4	114200000	114210000	chr4	115300000	115310000	0.0035089797477470216	2.111212657236631
chr4	114210000	114220000	chr4	114300000	114310000	0.01743083898475038	2.111212657236631
chr4	114210000	114220000	chr4	114680000	114690000	0.017583742141253817	2.111212657236631
chr4	114310000	114320000	chr4	114450000	114460000	0.03512022836578122	2.111212657236631
chr4	114310000	114320000	chr4	115290000	115300000	0.04244714954164226	2.599207668339954
chr4	114320000	114330000	chr4	114670000	114680000	0.00033434130836653065	2.111212657236631
chr4	114460000	114470000	chr4	114670000	114680000	0.0005392474654594098	2.111212657236631
chr4	114690000	114700000	chr4	114820000	114830000	0.036384957284811746	2.111212657236631
chr4	114690000	114700000	chr4	114880000	114890000	0.008274362780256832	2.111212657236631
chr4	114690000	114700000	chr4	115290000	115300000	0.00033434130836653065	2.111212657236631
chr4	114880000	114890000	chr4	115290000	115300000	0.0005392474654594098	2.111212657236631
chr4	114880000	114890000	chr4	114990000	115000000	0.018376080803637236	2.111212657236631
chr4	115320000	115330000	chr4	115600000	115610000	1.1911124389207827e-05	2.111212657236631
chr4	116010000	116020000	chr4	116450000	116460000	0.04897343350020201	2.111212657236631
chr4	118050000	118060000	chr4	118470000	118480000	0.006989560409273091	2.111212657236631
chr4	118050000	118060000	chr4	118950000	118960000	0.003253629654847586	2.111212657236631
chr4	118050000	118060000	chr4	119160000	119170000	0.013311621548211914	2.599207668339954
chr4	119340000	119350000	chr4	119420000	119430000	0.00724469727685783	2.599207668339954
chr4	119450000	119460000	chr4	119560000	119570000	0.0035089797477470216	2.111212657236631
chr4	119680000	119690000	chr4	119800000	119810000	0.0022472533986985085	2.111212657236631
chr4	119680000	119690000	chr4	119880000	119890000	0.012187759795448857	2.111212657236631
chr4	119960000	119970000	chr4	120210000	120220000	0.0002950409311944305	2.111212657236631
chr4	119900000	119910000	chr4	120400000	120410000	0.04225160392358798	2.111212657236631
chr4	120020000	120030000	chr4	120130000	120140000	0.046294790644183	2.111212657236631
chr4	120230000	120240000	chr4	120410000	120420000	0.007853456040391584	2.111212657236631
chr4	120230000	120240000	chr4	120540000	120550000	0.00724469727685783	2.111212657236631
chr4	120230000	120240000	chr4	120970000	120980000	0.0027338021607544393	2.111212657236631
chr4	120470000	120480000	chr4	120960000	120970000	0.001418415506618565	2.111212657236631
chr4	120550000	120560000	chr4	120700000	120710000	0.04846808746482208	2.599207668339954
chr4	120550000	120560000	chr4	120960000	120970000	1.8431926822701228e-05	2.111212657236631
chr4	120710000	120720000	chr4	120950000	120960000	0.03625084050251876	2.599207668339954
chr4	120990000	121000000	chr4	122010000	122020000	0.0035089797477470216	2.111212657236631
chr4	121070000	121080000	chr4	121730000	121740000	0.018366559900185913	2.111212657236631
chr4	121070000	121080000	chr4	121840000	121850000	0.010619283365123345	2.111212657236631
chr4	121080000	121090000	chr4	121630000	121640000	0.01021384235690002	2.111212657236631
chr4	121080000	121090000	chr4	121900000	121910000	0.040524756817848104	2.111212657236631
chr4	121630000	121640000	chr4	122010000	122020000	0.011641349804962833	2.599207668339954
chr4	122110000	122120000	chr4	122220000	122230000	0.0017662697784122609	2.111212657236631
chr4	122290000	122300000	chr4	122650000	122660000	0.0035193718506994704	2.111212657236631
chr4	122290000	122300000	chr4	122570000	122580000	0.00932198104068697	2.111212657236631
chr4	122390000	122400000	chr4	122560000	122570000	0.00020449987235388045	2.111212657236631
chr4	122390000	122400000	chr4	122650000	122660000	0.0005446694327464364	2.111212657236631
chr4	122820000	122830000	chr4	123360000	123370000	0.016132988171985566	2.111212657236631
chr4	122820000	122830000	chr4	123490000	123500000	0.0005392474654594098	2.599207668339954
chr4	123230000	123240000	chr4	123490000	123500000	0.013739793450799875	2.111212657236631
chr4	123520000	123530000	chr4	123640000	123650000	0.0002445287349401304	2.111212657236631
chr4	123520000	123530000	chr4	123840000	123850000	0.0035089797477470216	2.111212657236631
chr4	123670000	123680000	chr4	123840000	123850000	1.1911124389207827e-05	2.111212657236631
chr4	123750000	123760000	chr4	123830000	123840000	0.046294790644183	2.111212657236631
chr4	124020000	124030000	chr4	125180000	125190000	0.01244981798121698	2.111212657236631
chr4	124030000	124040000	chr4	124300000	124310000	0.008998197999040142	2.599207668339954
chr4	124030000	124040000	chr4	124580000	124590000	0.0036581687868374735	2.111212657236631
chr4	124030000	124040000	chr4	125020000	125030000	0.0016458387882900291	2.111212657236631
chr4	124310000	124320000	chr4	124740000	124750000	0.031843088528865866	2.111212657236631
chr4	124320000	124330000	chr4	125030000	125040000	0.0005392474654594098	2.111212657236631
chr4	124580000	124590000	chr4	125020000	125030000	0.01706067879705152	3.2
chr4	125040000	125050000	chr4	125180000	125190000	0.005901077962005211	2.111212657236631
chr4	125250000	125260000	chr4	126190000	126200000	0.0005392474654594098	2.111212657236631
chr4	125260000	125270000	chr4	125630000	125640000	0.023974926837451664	2.599207668339954
chr4	125440000	125450000	chr4	126160000	126170000	0.027596368816547485	3.2
chr4	125630000	125640000	chr4	126170000	126180000	0.014261397171548474	3.2
chr4	126240000	126250000	chr4	126420000	126430000	0.014450148608340365	2.599207668339954
chr4	126230000	126240000	chr4	126660000	126670000	7.3727827822889225e-06	2.111212657236631
chr4	127540000	127550000	chr4	127880000	127890000	0.005901077962005211	2.111212657236631
chr5	310000	320000	chr5	430000	440000	0.002313029464911584	2.111212657236631
chr5	470000	480000	chr5	620000	630000	0.00693917284587695	3.2
chr5	670000	680000	chr5	890000	900000	0.00025235811022589205	2.111212657236631
chr5	690000	700000	chr5	780000	790000	0.0008884344157337914	2.111212657236631
chr5	940000	950000	chr5	1150000	1160000	0.001349514215048204	4.222425314473262
chr5	1010000	1020000	chr5	1150000	1160000	0.031301436518171466	2.111212657236631
chr5	1170000	1180000	chr5	1640000	1650000	3.9468203526102115e-05	2.111212657236631
chr5	1350000	1360000	chr5	1640000	1650000	0.00048298009396083953	2.111212657236631
chr5	1480000	1490000	chr5	1630000	1640000	0.007002783639048234	2.599207668339954
chr5	4880000	4890000	chr5	5410000	5420000	0.00018644456550679736	2.111212657236631
chr5	5140000	5150000	chr5	5410000	5420000	1.3695566345273135e-05	2.111212657236631
chr5	5290000	5300000	chr5	5400000	5410000	0.02916660769839366	2.599207668339954
chr5	5490000	5500000	chr5	6580000	6590000	3.9468203526102115e-05	2.111212657236631
chr5	5480000	5490000	chr5	6730000	6740000	0.012281048456310692	2.599207668339954
chr5	5490000	5500000	chr5	6280000	6290000	0.017518316624679547	2.111212657236631
chr5	5490000	5500000	chr5	6350000	6360000	0.01286005789044492	2.111212657236631
chr5	6290000	6300000	chr5	6570000	6580000	0.006570224980717852	2.111212657236631
chr5	6620000	6630000	chr5	6720000	6730000	1.3695566345273135e-05	2.111212657236631
chr5	6760000	6770000	chr5	7860000	7870000	0.017971214811233906	3.2
chr5	6780000	6790000	chr5	7740000	7750000	0.02855617701596454	2.599207668339954
chr5	10280000	10290000	chr5	10420000	10430000	3.235976290461018e-05	2.111212657236631
chr5	10450000	10460000	chr5	10550000	10560000	0.046894635333259334	2.599207668339954
chr5	10450000	10460000	chr5	10620000	10630000	1.3695566345273135e-05	2.111212657236631
chr5	10450000	10460000	chr5	10680000	10690000	0.01485649326440307	2.111212657236631
chr5	13250000	13260000	chr5	13460000	13470000	0.04159002453449361	3.2
chr5	13480000	13490000	chr5	13660000	13670000	0.01076473034733179	2.599207668339954
chr5	13480000	13490000	chr5	13950000	13960000	0.0033879085440422815	2.111212657236631
chr5	13560000	13570000	chr5	13950000	13960000	0.04430530473683126	2.111212657236631
chr5	13840000	13850000	chr5	13940000	13950000	0.03294287151109321	2.111212657236631
chr5	13970000	13980000	chr5	14510000	14520000	0.0037982334292577073	2.111212657236631
chr5	13970000	13980000	chr5	14580000	14590000	0.01927754298753791	2.111212657236631
chr5	13970000	13980000	chr5	14650000	14660000	0.0009376307525160499	2.599207668339954
chr5	13980000	13990000	chr5	14350000	14360000	0.00019781969117790843	2.599207668339954
chr5	14000000	14010000	chr5	14100000	14110000	0.005123129846597617	3.6758347359905126
chr5	13990000	14000000	chr5	14270000	14280000	0.019020417048883343	2.599207668339954
chr5	14100000	14110000	chr5	14270000	14280000	0.04743777109413673	2.111212657236631
chr5	14150000	14160000	chr5	14260000	14270000	0.01485649326440307	3.6758347359905126
chr5	14710000	14720000	chr5	15000000	15010000	1.3695566345273135e-05	2.599207668339954
chr5	14730000	14740000	chr5	14870000	14880000	0.0086567690550844	2.111212657236631
chr5	15100000	15110000	chr5	15990000	16000000	0.021181768427138	2.111212657236631
chr5	15380000	15390000	chr5	15790000	15800000	0.0016411789289215717	2.111212657236631
chr5	15380000	15390000	chr5	15990000	16000000	0.020298750653181697	2.599207668339954
chr5	15460000	15470000	chr5	15800000	15810000	0.0033879085440422815	2.111212657236631
chr5	15460000	15470000	chr5	15990000	16000000	0.004742232702998959	2.111212657236631
chr5	15810000	15820000	chr5	15990000	16000000	0.02916660769839366	2.111212657236631
chr5	16160000	16170000	chr5	16450000	16460000	0.00026770156241177597	2.111212657236631
chr5	16470000	16480000	chr5	17200000	17210000	5.3594138128571375e-05	2.111212657236631
chr5	16480000	16490000	chr5	16550000	16560000	0.01977425211872282	2.111212657236631
chr5	16490000	16500000	chr5	16660000	16670000	0.0021509164318388634	2.111212657236631
chr5	16550000	16560000	chr5	17190000	17200000	0.0066103774173330585	2.111212657236631
chr5	16680000	16690000	chr5	17190000	17200000	7.383633147493019e-05	2.111212657236631
chr5	16780000	16790000	chr5	17190000	17200000	3.6459519201725854e-05	2.111212657236631
chr5	16790000	16800000	chr5	16920000	16930000	0.0006913954937808948	2.111212657236631
chr5	16790000	16800000	chr5	17120000	17130000	0.01076473034733179	2.111212657236631
chr5	16930000	16940000	chr5	17180000	17190000	0.00048298009396083953	2.111212657236631
chr5	17210000	17220000	chr5	18290000	18300000	0.00021487502815767788	2.111212657236631
chr5	17330000	17340000	chr5	18300000	18310000	0.03525425447893331	2.111212657236631
chr5	17480000	17490000	chr5	18290000	18300000	0.02916660769839366	2.599207668339954
chr5	18390000	18400000	chr5	18690000	18700000	0.001349514215048204	2.111212657236631
chr5	18460000	18470000	chr5	18690000	18700000	3.6459519201725854e-05	2.111212657236631
chr5	18690000	18700000	chr5	19610000	19620000	0.018517182023332298	2.111212657236631
chr5	18770000	18780000	chr5	19600000	19610000	0.014680514658814193	2.111212657236631
chr5	37410000	37420000	chr5	38190000	38200000	0.001013997414348465	2.111212657236631
chr5	37840000	37850000	chr5	38190000	38200000	0.0014137420618750324	2.111212657236631
chr5	38010000	38020000	chr5	38180000	38190000	0.040333491085366276	2.111212657236631
chr5	38440000	38450000	chr5	38540000	38550000	0.003558154089872	2.599207668339954
chr5	38430000	38440000	chr5	38670000	38680000	0.010313266085225325	2.111212657236631
chr5	38430000	38440000	chr5	38810000	38820000	3.142975076229706e-05	2.111212657236631
chr5	38440000	38450000	chr5	38920000	38930000	0.009335066970158326	3.2
chr5	38550000	38560000	chr5	38800000	38810000	0.003671654978180688	2.111212657236631
chr5	38830000	38840000	chr5	38920000	38930000	0.0013146613458533464	2.111212657236631
chr5	39140000	39150000	chr5	39280000	39290000	0.012314087623669116	2.111212657236631
chr5	39150000	39160000	chr5	39560000	39570000	0.007261202394316136	2.111212657236631
chr5	39220000	39230000	chr5	39560000	39570000	0.0018869672916913376	2.111212657236631
chr5	39290000	39300000	chr5	39560000	39570000	0.005516799204364066	2.111212657236631
chr5	39370000	39380000	chr5	39550000	39560000	1.3037691140027619e-05	2.111212657236631
chr5	39590000	39600000	chr5	40710000	40720000	0.0005363027994965963	2.599207668339954
chr5	39580000	39590000	chr5	40870000	40880000	0.010313266085225325	2.111212657236631
chr5	39590000	39600000	chr5	39690000	39700000	0.005516799204364066	2.111212657236631
chr5	39700000	39710000	chr5	40150000	40160000	0.009749271414925655	2.111212657236631
chr5	39710000	39720000	chr5	40710000	40720000	0.001033394974595275	3.2
chr5	39710000	39720000	chr5	39940000	39950000	0.0014137420618750324	2.111212657236631
chr5	39940000	39950000	chr5	40700000	40710000	0.0016236907960033634	2.599207668339954
chr5	40160000	40170000	chr5	40690000	40700000	0.004983797777322739	3.6758347359905126
chr5	40390000	40400000	chr5	40680000	40690000	0.0035835582905432363	2.111212657236631
chr5	40490000	40500000	chr5	40670000	40680000	0.02466002699732594	2.111212657236631
chr5	40750000	40760000	chr5	40870000	40880000	0.0016236907960033634	2.111212657236631
chr5	40900000	40910000	chr5	41520000	41530000	0.004983797777322739	2.111212657236631
chr5	41260000	41270000	chr5	41510000	41520000	0.0032289741813182164	2.111212657236631
chr5	41260000	41270000	chr5	41640000	41650000	0.03487117268346244	2.111212657236631
chr5	41260000	41270000	chr5	41840000	41850000	0.03157041007643218	2.111212657236631
chr5	41710000	41720000	chr5	41830000	41840000	2.1666118748098206e-05	2.111212657236631
chr5	41850000	41860000	chr5	42050000	42060000	0.00046108939500802285	2.111212657236631
chr5	41860000	41870000	chr5	42760000	42770000	0.008584882793805386	2.111212657236631
chr5	42910000	42920000	chr5	43020000	43030000	2.1666118748098206e-05	2.111212657236631
chr5	43070000	43080000	chr5	43300000	43310000	0.0007359347548027068	2.111212657236631
chr5	43080000	43090000	chr5	43380000	43390000	0.0015820511079342081	2.111212657236631
chr5	43220000	43230000	chr5	43380000	43390000	0.002524449503758676	2.111212657236631
chr5	43720000	43730000	chr5	44330000	44340000	0.0017498618425737975	2.111212657236631
